Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
9/14/2010,1,N,Y,B,M,U,NA,1,1,W,M,Milwaukee Police Department,"This report is submitted by Lt. Jeff Point of the GIB- Metro Homicide Division, nights.On Tuesday 9-14-10 at approx. 9:04PM, PO [redacted], assigned to District Three- Late Power shift, while acting as back-up on a Battery- Domestic Violence assignment, discharged his service weapon at a suspect, Kenneth W. Whitaker after Whitaker pointed a shotgun in his direction, causing a non-life threatening injury to [redacted]. This incident was thoroughly investigated by both the Criminal Investigation Bureau and the District Attorney's office, and What follows is a summary of the investigation and it's findings. It is not exhaustive of all details, and for a complete understanding of al! aspects of the investigation, please refer to Milwaukee Police incident reports filed under lR 102570167.PO [redacted] was interviewed on the night of the incident by CIB detectives, as well as District Attorney John Chisolm and personnel from his staff. His statement was consistent with that of other officers, witness accounts and the physical evidence, and his statement is summarized as follows:On Tuesday 9-14~10, PO [redaced] was working on Squad [redacted with his partner, PO [redacted], working late power hours, 7PM-3AM. Both officers were in uniform and driving a marked MPD squad. He recalled that they were on patrol, when they heard and responded to a call from another squad requesting backup at a Battery DV assignment at 25th/Wells. The suspect was supposed to be inside of a house there, armed with a shotgun. Sq. 3430 and several other squads responded to the backup, where they learned that the suspect was located inside of 755 N. 25th St. The officers formulated a strategy to arrest the suspect, and PO [redacted] and his partner were assigned to rear containment on the house. The officers approached the house, and POs [redacted], along with PO [redacted] proceeded to the rear of the house for containment, while other officers approached the front of the house.The three officers went to the rear, and PO [redacted] drew his service weapon due to the possibility of the suspect being armed. At the rear of the house, he could see an illuminated 2nd story window with a box fan in the window. At the same time he could hear the other officers at the front of the house attempting to make contact with the suspect. After about 10 seconds, he saw the box fan being removed from the window, and a black male suspect, slender and in his 20s, wearing a white T-shirt appeared in the window. The suspect was holding a shotgun with both hands, standing in a bladed stance and pointing the shotgun in the direction of PO [redacted]. PO [redacted] ordered the suspect to ""drop the gun"" and believes that his partner also made this command. The suspect did not drop the gun, and PO [redacted], fearing that the suspect was going to shoot at them, fired one shot from his handgun at the suspect. He was about 8-10 feet away from the outside wall of the house at this time. After the shot the suspect retreated back into the house, and PO [redacted] heard another officer announcing the shots fired. PO [redacted] maintained his position on rear containment, and a short time later he heard the other officers announce that the suspect was in custody, and also request medical attention for his gunshot wound, and that was when he first knew for certain that he had struck the suspect. Shortly after that Sgt. [redacted] came to the rear of the house, relieved [redacted] from his post and took him to Sgt [redacted] car, where he remained until CIB detectives arrived. PO [redacted] was armed with his standard issue M&P 40 handgun. His weapon was examined and found to have an unfired round in the chamber and 13 rounds in the magazine, consistent with his account of firing one shot. Additionally one spent .40 cal shell casing was found at the rear of the house.Subsequent to his statement on the day of the incident, all standard protocols for an officer-involved shooting were complied with, including collecting PO [redacted] weapon, issuing a new weapon to him, placing him on administrative duty, and conveying him for drug testing.PO [redacted] was also interviewed on the night of this incident by CIB detectives and gave the following account: He was working with PO [redacted] on Sq. [redacted] when they responded to the request for backup at the Battery DV complaint, with a suspect armed wlth a shotgun. When they arrived at the house, himself, PO [redacted] and PO [redacted] went to the rear of the house for containment. He stood near the southwest corner of the residence, while PO [redacted] went to the northwest corner, while Jelinek stood between them. A short time later he heard movement inside the house, and he looked up and saw a black male sticking his head and shoulder sticking out of the window, holding a shotgun that he was pointing down at PO [redacted] and he yelled for the suspect to drop the gun. PO [redacted] heard a single gunshot, and saw the suspect retreat back inside the house, but he could not tell at that instant which of the other officers fired the shot. PO [redacted] had his own gun drawn but he did not fire. Shortly after that he heard the other officers say that the suspect was in custody.Numerous other officers who were present at this incident were also interviewed and gave accounts substantially similar to those of POs [redacted] and [redacted]. Additionally, several citizens witnesses were interviewed and provided partial accounts that were consistent with the officers' statements, however no citizen was found to be a direct eyewitness to the shooting incident. The suspect Kenneth Whitaker was interviewed by detectives about his involvement. He had been treated for a minor gunshot wound to his left shoulder and released from the hospital. He gave several untruthful versions of events, but eventually admitted that he was present inside the house, that his brother had removed the box fan from the window that that he (Whitaker) had held the shotgun out the window for the purpose of placing it onto a ledge to hide it. He did admit that while he was holding the gun out the window it was pointed down towards the ground, however he did not admit to pointing it intentionally at the officers.The scene investigation revealed a sawed-off Mossberg 500 shotgun inside the upper bedroom where the officers had observed the suspect pointing the gun out of the window. As a result of his statements admitting possession this gun, Whitaker was charged by the DA with Possession of Short Barrelled Shotgun and ESBUODW- Pointing Firearm at Law Enforcement Officer. The actions of PO [redacted] were reviewed by DA John Chisolm. Based upon his preliminary review, he felt that the actions of PO [redacted] were within the guidelines of the law and that no criminal charges would be forthcoming. On 10-16-11 DA Chisolm delivered a letter to the department declaring his findings that the actions of PO [redacted] on 9-14-10 constituted a privileged use of reasonable and justifiable force.",Milwaukee,1 shot fired; 1 hit (to the left shoulder); victim armed with shotgun
10/22/2011,1,N,N,L,M,U,NA,6,1,L,M,Milwaukee Police Department,starts on page 56,Milwaukee,5 shots fired by PO; 6th into his foot by accident; unknown hits; 
10/31/2015,1,N,N,L,M,U,NA,6,1,W,M,Milwaukee Police Department,starts on page 84,Milwaukee,"6 shots fired by PO; 2 indirect hits (1 to the right shoulder, 1 to the lower right side); car"
11/14/2013,1,N,Y,B,M,U,NA,2,1,L,M,Milwaukee Police Department,starts on page 77,Milwaukee,2 shots fired by PO; 1 hit (to the left wrist); also used OC spray; firearm
11/20/2010,1,F,N,W,M,U,NA,3,2,W;W,M;M,Milwaukee Police Department,"On Saturday, November 20. 2010 at 5:46om Sq. [redacted] officers [redacted] and [redacted] were dispatched to a subiect with a weapon attempting to cut his wrists at 4576 N. 31st St. Apt# 4. Sq. [redacted] officers [redacted] and [redacted] as well as Sq [redacted] officer [redacted] and [redacted] Sq [redacted] officer [redacted] also responded.Upon arrival the officers confronted the suspect in the first floor common hallway. The citizen caller [redacted] B/F of [redacted] was also in the hallway. The suspect, Lon E. PAUL, W/M [redacted] of 3074 N. 25th St. was going towards [redacted] with a knife in his right hand. When PAUL observed the officers arrive on scene, he turned his attention to the officers and started walking down he hallway towards the officers. He had the knife in his right hand raised it in a threatening manner. Mr. PAUL got within 9' of the officers, who were telling PAUL to put the knife down. At this point officer [redacted] attempted to tase PAUL three times according to [redacted] taser print out. When the taser was ineffective, LON PAUL continued to come towards the officers saying ""shoot me, shoot me."" Officer [redacted] then fired three gunshots from his service weapon and officer [redacted] fired one gunshot from his service weapon. The suspect, Lon PAUL, was struck twice to the face and once to the chest causing his death.The citizen caller [redacted] stated that she got a call from PAUL'S roommate [redacted] who informed [redacted] PAUL was drunk.He further related that he and Lon PAUL got into a fight and Lon PAUL was coming over to her apartment at 4576 N 31st. [redacted] stated that her sister is the payee for Lon PAUL'S SSI disibility [redacted] stated that Lon PAUL comes over to see her when he is troubled or up set about something. She stated that Lon PAUL is violent and uncontrolable when he is drunk, so she was going to !eave the apartment before he arrived.She related that Lon PAUL got to the apartment before she could leave. She questioned Lon PAUL about the fight with [redacted] and Lon PAUL got upset. She observed that Lon PAUL had located a kitchen knife and was attempting to cut his wrists. She called 911 and Lon PAUL started coming at her with the knife.[redacted] stated that Lon PAUL followed her out of the apartment and into the hallway. He had the knife raised in a threatening manner. She observed another tenant [redacted] from [redacted] try to get between her and Lon PAUL but she told him to go and let the police in the buildino. [redacted] stated that when the police got into the hallway, they tried to talk Lon PAUL into putting the knife down. Lon PAUL refused and came towards the officers saying"" shoot me shoot me."" [redacted] stated that moments later she heard gunshots and Lon PAUL was laying in the hallway.[redacted] is a tenant in apartment [redacted] saw [redacted] in the first floor hallwav saying ""stop it stop it"". He sees Lon PAUL walking at [redacted] with the knife in his right hand waving it at [redacted] said he got between them and [redacted] said don't worry about it, go and let the poilce into the building. [redacted] stated that he let the police officers into the apartment building and continued to watch !rom the front hall steps that go to the second floor. He stated that he saw Lon PAUL coming down the hall towards the police with the knife raised saying ""shoot me shoot me"". He saw one of the police officers try to use a taser, but nothing happened to Lon PAUL  [redacted] stated that he heard gunshots from the police and ran up the steps to the second floor. He stated that he didn't see Lon PAUL fall down after he was shot, because he ran up stairs so fast.Lon PAUL was pronounced dead by Dr. Erica GARCIA DR.# 3213 at the Paramedic Base at 6:11 pm. MFD Med # 5 never left the scene and Medical Examiner's office investigator Anne-Marie ESCHLE responded to the scene at 7:19 pm. There were (4) 40 cal cartridge casings recovered at the scene in the front of the first floor hallway. B of I tech Chet St. CLAIR took 89 photos and 8 swabs of blood.District Attorney John CHISOLM was escorted through the scene with investigators David BUDDE and Carl BUSHMANN.Sgt. Kerry NAMIN from PPD was also escorted through the scene.",Milwaukee,"3 shots fired from one PO, 1 shot fired from second PO, 3 hits (2 to the face, 1 to the chest); knife"
11/24/2012,1,F,N,W,M,U,NA,2,1,W,M,Milwaukee Police Department,starts on page 65,Milwaukee,2 shots fired by PO; 1 hit (to the left side of victim's head); in a car
11/30/2013,1,N,Y,B,M,U,NA,13,2,W;W,M;M,Milwaukee Police Department,starts on page 77,Milwaukee,4 shots fired by one PO; 9 shots fired by second PO; 5 shots fired by victim; undisclosed hits (there were hits); firearm
12/20/2010,1,F,N,B,M,U,NA,NA,2,B;W,M;M,Milwaukee Police Department,"This report is submitted by Lt. Jeff Point of the GIB Metro- Homicide Unit, early shift.On Monday 12-20-10 at approx. 12:21AM, District Seven Police Officers [redacted] and [redacted] while responding to a ca!I for service, discharged their service weapons at a suspect, Dionne A Brown, causing his death. This incident was thoroughly investigated by both the Criminal Investigation Bureau and the District Attorney's office, and what follows is a summary of the investigation and it's findings. It is not exhaustive of all details, and for a complete understanding of all aspects of the investigation, please refer to Milwaukee Police incident reports filed under IR103540005.Both officers were interviewed ClB detectives, as well as District Attorney John Chisolm and personnel from his staff. Both officers gave statements that were consistent with one another, witness accounts and the physical evidence, and their statements are summarized as follows:PO [redacted] stated that on Sunday 12-19-10, he was working on Squad [redacted] with his partner, PO [redacted]. Their hours that day were 7:00PM to 3:00AM. It should be noted that they had worked an overtime assignment from 3:00PM to 7:00PM, prior to their shift. They were both in full uniform at the time of this assignment.At approx. 11:46PM, they noted that among the backlog of assignments was an entry complaint at [redacted] and they volunteered for this assignment. Upon their arrival, they met with the complainant, [redacted] who related to them that her ex-boyfriend, Dionne Brown, had stolen items from her house, and that she could hear movement up in her attic and believed that Brown was hiding in the attic. She further informed the officers that Brown had a warrant for his arrest, and that is why he was hiding. She then directed the officers to the 2nd floor of the apartment, where the attic could be accessed via a scuttle hole in the ceiling. The officers opened the scuttle hole, and called into the attic and called out to Brown by name and told him to come down, but they got no response. PO [redacted] then used a chair and pulled himself up into the attic. The attic was not lighted, so used his flashlight to look around. He also drew his service weapon. The floor of the attic was covered with approx. 18 inches of blown insulation. PO [redacted] observed what he believed to be a person laying on the ground ln the west portion of the attic, trying to conceal himself under the insulation. He could see the insulation rising and falling with the suspect' s breathing. At about this same time, he saw an 11 inch kitchen knife laying on the floor near the attic opening, and he picked this knife up and moved it further away, to keep it out of reach of the suspect.After moving the knife, PO [redacted] holstered his weapon and drew his expandable baton. He used the baton to probe where the suspect (later ID' d as Brown) was hiding by tapping him. Brown then began to sit up, exposing his face, and PO [redacted] took several steps back to increase the distance between them. Brown stated to PO [redacted], ""Man, you broke my nose."" PO [redacted] began to order Brown to come out and show himself, but Brown did not.At some point, PO [redacted] became aware that another officer (PO [redacted]) had entered the attic, and was standing to his left and behind him. Brown then sat up and rotated his body so he was facing PO [redacted]. Brown reached into his front waistband with his right hand, and made a deliberate motion as though he was removingsomething from his waistband. Due to the insulation, PO [redacted] could not see what he was reaching for, but based on the movement, he believed Brown was reaching for a weapon. Both officers then yelled for Brown to show his hands several times.After about 25 seconds of this, Brown suddenly lunged at PO [redacted]. He both lunged with his body, and extended his right arm towards PO [redacted], causing [redacted] to fear that he had a weapon. Fearing for his safety and his partner's, he immediatelv began firing his weapon at Brown. He fired his handgun until the slide locked back. He was also aware that PO [redacted] was also firing his own weapon. PO [redacted] took a step to his left to avoid the lunge of Brown. Brown fell past him and fell down in a facedown position. Both officers approached Brown and handcuffed him behind his back. They then called down to the other officers and requested medical attention, and that the suspect was PNB.At about this time, PO [redacted] felt coldness around his left buttock.He checked his body and found a hole in his pants in that area, and he realized that he had been shot. The bullet wound was a graze wound, and was minor enough that PO [redacted] was able to lower himself out of the attic. He was subsequently taken to St. Joseph's Hospital, where he was treated and released for his minor injury.Prior to being conveyed to the hospital, PO [redacted] duty belt and handgun was taken from him and secured. It was subsequently examined by detectives, and was found to be unloaded with an empty magazine inserted. This is consistent with his account of firing to lock back, but having not reloaded. His handgun and magazines were invventoried and a replacement handgun issued to him.PO [redacted] was also interviewed about his actions in this incident, and he gave the following account. PO [redacted] was working on Sunday 12-19-10, and was working on Squad [redacted] with his partner, PO [redacted]. Their hours of work were 7:00PM to 3:00AM. Both officers were in full MPD uniform at the time of their shift. At approx. 12:15AM, they were on patrol, and they heard PO [redacted] of Squad [redacted] requesting another squad and a sergeant at their assignment, and they volunteered. En route, they read the CAD call for this assignment and learned that they were going to an entry complaint and that the caller was irate.When they got to the apartment, they went inside. He observed PO [redacted] standing near the top of the stairs, and he was told that PO [redacted] was up in the attic with a possible suspect, and volunteered to go up into the attic to help PO [redacted]. He climbed up through the scuttle hole into the attic. Once he got into the attic, he could see that [redacted] was in the attic, and was pointing his flashlight at a suspect who was under the insulation. [redacted] could only see the suspect' s face, and [redacted] could see that he was a black male. It was very dark, and he also used his flashlight to light up the suspect. He and [redacted] both yelled for the suspect to show his hands. They were about six to eight feet away from him at this time, and they moved closer to him, to take him into custody. The attic space they were in was very small and cramped, limiting their ability to move around.PO [redacted] saw the suspect (Dionne Brown) sit up, and begin looking around him as though looking for something. He then reached with his right hand towards his waistband, as though he was reaching for a weapon. PO [redacted] feared that Brown was reaching for a weapon, and he and PO [redacted] were in close proximity to Brown. Brown then lunged towards [redacted] and thrust his right arm forward, in a motion as though to stab him. He then drew his service we·aoon and began firing at Brown in an effort to stop his aggressive actions. [redacted] was also firing at the suspect, and while doing so, he stepped in front of [redacted] so [redacted] stopped firing. [redacted] then stepped out of this line of fire, and [redacted] could see that Brown was still swinging his arm at PO [redacted] as though trying to cut him with a knife, so he continued to fire at Brown. He fired until his weapon locked back on the empty magainze, and then reloaded it.At this time, he could see that Brown had stopped moving and was laying face down, and did not apoear to be a threat any longer. He then re-holstered his weapon, and both officers handcuffed the suspect. They then yelled down to the other officers that they were OK. PO [redacted] then informed [redacted] that he thought he had been shot in the buttocks, and [redacted] observed a tear and blood on his pants near his left buttocks. At this time he realized that he had probably accidentally shot PO during this incident, and told this to [redacted].Very shortly after this happened, PO [redacted] heard the voice of Sgt. [redacted] coming from downstairs. Sgt. [redacted] egan directing the actions of the officers and asking them questions about the suspect's condition and what happened. Sgt. [redacted] instructed [redacted] to come down from the attic, and he did so. He was taken by Sgt. [redacted] to Sgt. [redacted]'s squad, where he remained until ClB arrived.PO [redacted] issued Smith & Wesson handgun was examined by detectives at the scene. His handgun was loaded with a magazine and 13 rounds, plus one round in the chamber. One of the magazines in his pouch was empty (which he recovered after the shooting.) This is consistent with his account that he fired his gun until the slide locked back. His handgun and magazines were inventoried, and a replacement handgun issued to him.Subsequent to their statements on the night of the incident, all standard protocols for an officer-involved shooting were complied with, including inventorying the officers' weapons, issuing new weapons to them, placing them on administrative duty, and conveying them for drug testing.PO [redacted] partner on this day was PO [redacted]. PO [redacted] was also interviewed, and gave the following account. He and PO [redacted] were working togetner on this night, and they responded to the call for another squad at [redacted]. When they got to the apartment and went in, there were two citizens in the lower unit, and PO [redacted] was standing at the top of the stairs. PO [redacted] told them that his partner, PO [redacted] was up in the attic with the suspect, and he asked one of them to go up and help him, and PO  [redacted] volunteered. PO [redacted] could hear [redacted] saying, ""keep showing me your hands, I know you have a knife"" but could not see him in the attic. He then heard both officers ordering the suspect to show his hands, followed by 5-8 gunshots. He was not in a position to observe the actions of the officers or the suspect. He called up to the officers, who told him that they were OK. He then got on the radio and requested additional squads, a sergeant and a med unit.PO [redacted] handgun was examined, and did not appear to have been fired.PO [redacted] partner, PO [redacted] was interviewed by detectives and gave the following account. He and [redacted] had been dispatched to the entry complaint at 4321 W. Olive at about 11:46PM. When they got to the scene, the female caller [redacted] let them in the apartment and explained that her ex-boyfriend had broken in and was in the attic. The officers went upstairs and tried to make verbal contact with Brown. When they could not get him to respond, PO [redacted] volunteered to go up into the attic, and PO [redacted] helped him lift himself into the attic.PO [redacted] could hear his partner say to Brown that he could see him under the insulation. Wilson also said that he had found a knife in the attic. PO [redacted] radioed for an additional squad, and POs [redacted] and [redacted] arrived a few minutes later. PO [redacted] also went up into the attic with PO [redacted]. About 10-20 seconds later, he heard PO [redacted] yell to the suspect to show his hands. PO [redacted] repeated this command several times, and after that, PO [redacted] heard the sound of shots coming from the attic. He heard 5-10 shots, but could not see what was happening in the attic. Both officers in the attic yelled down that they were OK. PO [redacted] radioed for medical attention and additional squads, and PO [redacted] went downstairs to check on the occupants of the house. When he got downstairs he found that they had all left, but he located them in the rear of the house and brought them back inside.PO [redacted] handgun was examined, and did not appear to have been fired.A citizen witness, [redacted] (B/F, DOB) was interviewed by detectives, and gave the following account. She resides at the apartment where this incident occurred, and the suspect Brown is her ex-boyfriend. She related that on this date at about 8:00PM, she received a call from Brown, and he indicated that he had broken into her apartment and was going to steal her TV and her childrens' Christmas presents if she did not come back home. She, along with several members of her family, then went back to her apartment. When they entered, they found items missing, leading her to believe that Brown had in fact been inside her apartment. She then called the police to report the burglary. When the officers arrived, as she was letting them in the door, she saw the wooden board which covers the scuttle ho!e being moved, and at that time realized that Brown was probably hiding in the attic, and she informed the police of this. The officers went upstairs, and she could hear them calling out to Brown by his name and trying to talk him out of the attic. She left the apartment and went and sat in her vehicle and made a phone call. As she was doing this, she heard 6-8 gunshots coming from inside her apartment. Shortly after that more police officers arrived on the scene, and she was escorted back into her apartment.Another citizen witness was interviewed- [redacted] B/M [redacted] who resides at [redacted] is the brother of [redacted]. Mr. [redacted] was interviewed by detectives, and gave an account very similar to his sister's. He stated that once they all arrived back at her house and found that it had been entered, she called the police, and they waited for the police to arrive. At around the time that the police arrived, he went upstairs, and he could hear someone walking around in theattic, and he informed the police of this.[redacted] heard one of the officers who went upstairs say that he had found some knives in the attic. Another squad arrived, and two more officers came inside the house. [redacted] was seated on the couch in the living room on the first floor. He heard the officers calling out to Brown by name, trying to talk him out of the attic. After a while of this, he heard the officers ordering Brown to show his hands, the he heard 5-6 shots coming from upstairs. At this time, Jones got up from the couch and ran to the back of the apartment, towards the rear exit, and at this time he heard additional shots coming from upstairs. He then went outside to where his sister [redacted] was seated in her car. They remained there until more officers arrived, at which time they were escorted back into the apartment, and eventually separated and placed into squad cars until they could be interviewed by detectives.It should be noted that there two additional citizen witnesses who were present inside the apartment and were a!so witnesses to this incident. Their accounts are substantially similar to those of [redacted] and [redacted]. Both were interviewed by detectives and their statements are contained on supplemental reports.This incident took place in the attic above the apartment located at [redacted] in the [redacted]. The attic is unfinished, and the floor of it was covered with approx. 18 inches of blown insulation. lt should be noted that Brown was pronounced dead while still in the attic, and his body was removed from the attic area, through the scuttle hole, by MFD personnel. This attic was searched extensively by numerous detectives over the course of two days. A total of 26 .40 cal Speer shell casings were recovered, as well as 13 fired bullets. The scene was extensively photographed, measured and documented by the investigating detectives.On Monday 12-20-10, an autopsy was conducted by the Milwaukee County Medical Examiners office. Brown sustained a total of 43 gunshot wounds throughout his body, which were caused by 27 different bullets (it should be noted that in many cases, a single bullet can cause multiple wounds.) A total of 13 additional bullets were recovered during the autopsy.On Tuesday 1-11-11 at 10:00AM, Del. Marco Salaam and myself met with Deputy DA Kent Lovern and DA Investigator Tom Boehlke for a formal review of this case. Dep. DA Lovern was provided with a complete copy of the file in this case. After reviewing the reports and evidence, Dep. DA Lovern informed us that it was his legal opinion that the officers in this case acted within the guidelines of the law when they used deadly force against Dionne Brown, and that no criminal charges would be issued. Dep. DA Lovern will be preparing a formal letter to the department detailing his findings.",Milwaukee,27 hits; kitchen knife in vicinity (victim did not touch knife)
12/23/2010,1,N,N,B,M,U,NA,2,1,W,M,Milwaukee Police Department,"On Thursday, December 23, 201 O at about 2:35PM off duty officer, [redacted] went to 10209 W. Fond du lac Av. to look at a Blackberry cell phone. He had contact with a person by phone, who was selting the Blackberry on Craigslist. This person identified himself as ""Tay!oy"" to officer [redacted].After some discussion ""Taylor"" arranged to meet officer [redacted] 10209 W. Fond du lac to show him the Blackberry phone. officer [redacted] was off duty and in plain cloths. When he arrived at the apartment, [redacted] called ""Tayloy"" again and said he was ready to look at the Blackberry phone."" Taylor"", later identified as Travis C. BROMFIELD, 8/M [redacted] of 9605 W. Fond du lac Av, Pin # 386562, tried to get officer [redacted] to come inside the apartment building to look at the phone. [redacted] refused to come inside and after a few minutes a M/B BROMFIELD came out to meet officer [redacted]. BROMFIELD identified himself as"" Tayloy"" and pulled out an ordinary flip phone. Officer [redacted] told BROMFIELD that he didn't come there for a flip phone and BROMFIELD responded by saying that he forgot to bring the right phone with him. He said he would call someone to bring out the Blackberry. Officer [redacted] at this point felt that something was wrong with the whole set up and started going back to get inside his car. Officer [redacted] related that BROMFIELD came towards him and pushed his car door closed so he, [redacted], could not get inside the car. BROMFIELD producea a small folding knife and made robbery demands stating ""you know what time it is , give me your money. Officer[redacted] was armed with a small .32 caliber semi-auto pistol that he used as his off duty weapon. He drew the gun to position # 2 of the draw and put out his left hand in a stop tvpe gesture, while backing up. He identified himself as a police officer and told BROMFIELD to stop. BROMFIELD continued to move towards officer [redacted], while holding the knife. When BROMFIELD got to with in about 3' of officer [redacted] He fired two gun shots at the suspect, BROMFIELD, causing him to run of limping. Officer [redacted] observed another suspect approaching from the south. He drew his gun on the suspect and identified himself as a police officer, causing this suspect to turn and run. Officer [redacted] called 911 for police back-up. He calledout to a citizen he saw in the window of one of the apartment buildings and identified himself as a police officer and asked the to call 911 as well.A witness to the incident, [redacted] B/F [redacted] of [redacted] stated that she was home when she heard someone in the parking lot yell out ""stop police ""and then she heard two gunshots. She related that she went to her window and saw a white male in the parking, who was telling her he was a police officer and asked her to call 911.Travis C. BROMFIELD was located by responding squads and conveyed to Froedtert Hospital by MFD MED # 16 Grey Shift. BROMFIELD was treated for a gunshot wound to the right shoulder and a gunshot wound to the right hip. He was treated and released and conveyed to PPS.Two .32 Cal. casings were recovered in the parking lot at the scene, consistent with the .32 Cal semi auto pistol that officer [redacted]was carrying offf duty. This weapon was not registered with the Police Academy Range as [redacted] off duty weapon.During a custodial interview by Metro early shift detectives, Travis C. BROMFIELD confessed to being armed with a knife and attempting the robbery of office [redacted]. Travis C. BROMFIELD said that he threw the knife away as he was running. The knife was never located.Two other suspects were also arrested for this robbery, Marquon J. STRONG B/M] [redacted] of 6282 N. Denmark Pin # 400325 and Takorey M. PHILLIPS B/M [redacted] of 9438 W. Fond du lac Av. Apt # 1 Pin # 416308. They both confessed to their parts in the robbery of officer [redacted]",Milwaukee,"2 shots; 2 hits (right shoulder, right hip); cutting instrument (knife)"
12/24/2012,1,N,N,B,M,U,NA,NA,1,W,M,Milwaukee Police Department,starts on page 66,Milwaukee,
3/11/2010,1,N,Y,L,M,31,NA,NA,1,U,U,Metro Nashville Police Department,Suspect refused commands to drop weapon.,Nashville,
3/12/2010,1,F,N,B,M,40,NA,NA,1,U,U,Metro Nashville Police Department,Burglary suspect acted as if reaching for a weapon and refused to show hands.,Nashville,
3/8/2011,1,N,N,B,M,27,NA,NA,1,U,U,Metro Nashville Police Department,Suspect struck officer with vehicle and drove at him again. Officer fired upon suspect in defense.,Nashville,Vehicle as weapon
3/1/2012,1,N,N,B,U,U,NA,NA,1,U,U,Metro Nashville Police Department,"During traffic stop, suspect reached for something in vehicle, leading officer to believe he was in danger. Officer fired, striking suspect's head, and the bullet exited suspect and grazed suspect #2.",Nashville,
3/1/2012,1,N,N,B,U,U,NA,NA,1,U,U,Metro Nashville Police Department,"During traffic stop, suspect reached for something in vehicle, leading officer to believe he was in danger. Officer fired, striking suspect's head, and the bullet exited suspect and grazed suspect #2.",Nashville,
3/5/2012,1,N,Y,B,M,19,NA,NA,1,U,U,Metro Nashville Police Department,"Officers responded to sound of gunshots and tried to initiate terry stop of suspect. Suspect ran, stopped, and pulled a handgun. Officer fired, striking his arm.",Nashville,
11/5/2012,1,N,Y,B,M,18,NA,NA,1,U,U,Metro Nashville Police Department,"Suspicious vehicle call involved suspect fleeing from officers. Suspect shot and hit one officer, and fellow officer returned fire.",Nashville,
2/6/2012,1,N,Y,W,M,53,NA,NA,1,U,U,Metro Nashville Police Department,"During a hostage situation, officers heard gunshot and entered residence. Suspect fired at officer, and officer returned fire, striking suspect's foot.",Nashville,
2/11/2014,1,F,Y,W,F,52,NA,NA,2,U,U,Metro Nashville Police Department,Suicidal subject raised gun in direction of officers and toward her head. Officers fired at subject.,Nashville,
4/1/2015,1,N,Y,W,M,26,NA,NA,2,U,U,Metro Nashville Police Department,Officers attempted to enter house as part of drug investigation. Suspect began firing upon officers.,Nashville,
8/5/2015,1,F,Y,W,M,29,NA,NA,10,U,U,Metro Nashville Police Department,"Suspect attacked movie threatre patrons, then fired at officers. Officers fatally wounded suspect.",Nashville,http://www.nashville.gov/News-Media/News-Article/ID/4315/Theater-Active-Shooter-Suspect-is-Vincente-David-Montano.aspx
1/9/2015,1,N,Y,B,M,23,NA,NA,1,U,U,Metro Nashville Police Department,"Robbery suspects fled in vehicle. When stopped and approached by PD, suspect pointed his weapon at officer.",Nashville,
8/4/2016,1,N,Y,B,M,41,NA,NA,3,U,U,Metro Nashville Police Department,Armed fugitive pointed gun at officers as he emerged from crashed car. Officers fired and struck the suspect's arm and hand.,Nashville,
1/17/2012,1,N,Y,W,M,64,NA,NA,1,U,U,Metro Nashville Police Department,"During the service of a narcotic search warrant, suspect pointed handgun at officers. Officer fired one round, striking suspect's hand.",Nashville,
10/23/2016,1,N,Y,B,M,26,NA,NA,1,U,U,Metro Nashville Police Department,"Suspect fired multiple rounds outside restaurant. Officer confronted, and the suspect refused commands to drop his weapon. Officer fired in defense of himself and restaurant staff and patrons.",Nashville,
10/27/2013,1,N,N,L,M,25,NA,NA,1,U,U,Metro Nashville Police Department,"While physically struggling with suspect, officer's AR-15, which was slung around his neck, accidentally discharge into suspect's leg. Officer was suspended thirty days and resigned.",Nashville,
11/30/2015,1,N,N,B,M,36,NA,NA,2,U,U,Metro Nashville Police Department,Out-of-policy shooting no one struck.,Nashville,No hit
12/13/2016,1,N,Y,W,M,43,NA,NA,2,U,U,Metro Nashville Police Department,"Suspect shot at officers in hotel room, striking Officer McBride's shoulder. Officers returned fire, exiting the room. Suspect fatally shot himself.",Nashville,
12/14/2014,1,F,Y,B,M,16,NA,NA,4,U,U,Metro Nashville Police Department,"During stand-off, suspect fired and struck one officer. Fellow officers returned fire.",Nashville,
12/17/2010,1,F,Y,B,M,38,NA,NA,3,U,U,Metro Nashville Police Department,Suspect pointed gun at officers.,Nashville,
12/23/2010,1,F,N,W,M,37,NA,NA,2,U,U,Metro Nashville Police Department,Bank robbery suspect acted as if reaching for a weapon and refused to show hands.,Nashville,
2/22/2015,1,N,N,W,M,30,NA,NA,1,U,U,Metro Nashville Police Department,"On traffic stop, suspect with multiple warrants initiated fight with officer. Suspect used officer's chemical spray against officer.",Nashville,Mace
2/25/2010,1,N,Y,B,M,33,NA,NA,1,U,U,Metro Nashville Police Department,Suspect fired shots at Detective.,Nashville,
3/19/2011,1,N,Y,B,M,18,NA,NA,1,U,U,Metro Nashville Police Department,Suspect armed with handgun in hand made aggressive move toward officer. Officer fired one round.,Nashville,
