Date,NumberOfSubjects,Fatal,SubjectArmed,Notes,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,city,year,month,day,fdate,b,l,w,a,tr,AvgAge,VA,F,nshots,sit,other,replica,knife,weapon
11/5/2011,1,N,N,No Hits,L,M,34,Fight / disorderly conduct,NA,1,W,M,Austin PD,,Austin,2011,11,5,11/5/2011,0,1,0,0,1,34,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,unarmed
12/5/2011,1,N,N,Vehicle,W,M,26,Stolen vehicle,NA,2,"W, W","M,M",Austin PD,,Austin,2011,12,5,12/5/2011,0,0,1,0,1,26,FALSE,FALSE,NA,stolenvehicle,TRUE,FALSE,FALSE,other
12/28/2011,1,N,N,No Hits; vehicle as weapon,B,M,32,Drug suspicion / drug warrant,NA,1,W,M,Austin PD,,Austin,2011,12,28,12/28/2011,1,0,0,0,1,32,FALSE,FALSE,NA,drugs,TRUE,FALSE,FALSE,other
2/3/2012,1,N,Y,Indicted; charges dropped,W,M,34,Mental crisis / suicide attempt,NA,1,W,M,Austin PD,,Austin,2012,2,3,2/3/2012,0,0,1,0,1,34,TRUE,FALSE,NA,suicide,FALSE,FALSE,FALSE,gun
4/5/2012,1,F,N,,B,M,35,Traffic stop,NA,1,W,M,Austin PD,,Austin,2012,4,5,4/5/2012,1,0,0,0,1,35,FALSE,TRUE,NA,traffic,FALSE,FALSE,FALSE,unarmed
9/25/2012,1,F,N,Vehicle as weapon,W,M,42,Stolen vehicle,NA,1,W,M,Austin PD,,Austin,2012,9,25,9/25/2012,0,0,1,0,1,42,FALSE,TRUE,NA,stolenvehicle,TRUE,FALSE,FALSE,other
10/20/2012,1,N,N,No Hits; vehicle as weapon,B,F,24,Suspicious activity / patrol,NA,1,W,M,Austin PD,,Austin,2012,10,20,10/20/2012,1,0,0,0,1,24,FALSE,FALSE,NA,suspicious,TRUE,FALSE,FALSE,other
1/14/2013,1,N,Y,No Hits,B,M,51,Robbery,NA,2,"B, W","M, M",Austin PD,,Austin,2013,1,14,1/14/2013,1,0,0,0,1,51,TRUE,FALSE,NA,robbery,FALSE,FALSE,FALSE,gun
3/1/2013,1,F,Y,,W,M,70,Shots fired / shooting,NA,1,W,M,Austin PD,,Austin,2013,3,1,3/1/2013,0,0,1,0,1,70,TRUE,TRUE,NA,shooting,FALSE,FALSE,FALSE,gun
4/23/2013,1,F,Y,,W,M,54,Weapons disturbance,NA,4,"W, H, W, W","M,M,M,M",Austin PD,,Austin,2013,4,23,4/23/2013,0,0,1,0,1,54,TRUE,TRUE,NA,weapon,FALSE,FALSE,FALSE,gun
5/8/2013,1,N,N,No Hits,W,M,55,Traffic stop,NA,1,W,M,Austin PD,,Austin,2013,5,8,5/8/2013,0,0,1,0,1,55,FALSE,FALSE,NA,traffic,FALSE,FALSE,FALSE,unarmed
5/17/2013,1,N,Y,No Hits,W,M,26,Weapons disturbance,NA,1,W,M,Austin PD,,Austin,2013,5,17,5/17/2013,0,0,1,0,1,26,TRUE,FALSE,NA,weapon,FALSE,FALSE,FALSE,gun
7/26/2013,1,F,N,,B,M,32,Suspicious activity / patrol,NA,1,W,M,Austin PD,,Austin,2013,7,26,7/26/2013,1,0,0,0,1,32,FALSE,TRUE,NA,suspicious,FALSE,FALSE,FALSE,unarmed
8/31/2013,1,N,N,Vehicle as weapon,L,M,46,Burglary / home invasion,NA,1,A,M,Austin PD,,Austin,2013,8,31,8/31/2013,0,1,0,0,1,46,FALSE,FALSE,NA,robbery,TRUE,FALSE,FALSE,other
10/18/2013,1,N,Y,Ofc. Cecil Jones Fired,W,M,44,Shots fired / shooting,NA,3,"W, B, W","M, M, M ",Austin PD,,Austin,2013,10,18,10/18/2013,0,0,1,0,1,44,TRUE,FALSE,NA,shooting,FALSE,FALSE,FALSE,gun
11/10/2013,1,N,Y,,L,M,30,Other,NA,2,"W, H","M, M",Austin PD,,Austin,2013,11,10,11/10/2013,0,1,0,0,1,30,TRUE,FALSE,NA,misc,FALSE,FALSE,FALSE,gun
1/25/2014,1,N,N,"No Hits, vehicle as weapon",L,M,22,Traffic stop,NA,1,W,M,Austin PD,,Austin,2014,1,25,1/25/2014,0,1,0,0,1,22,FALSE,FALSE,NA,traffic,TRUE,FALSE,FALSE,other
3/18/2014,1,N,N,BB gun,B,M,22,Domestic Disturbance,NA,1,W,M,Austin PD,,Austin,2014,3,18,3/18/2014,1,0,0,0,1,22,FALSE,FALSE,NA,dv,FALSE,TRUE,FALSE,replica
9/8/2014,1,F,Y,,W,M,24,Robbery,NA,2,"W,W","M,M",Austin PD,,Austin,2014,9,8,9/8/2014,0,0,1,0,1,24,TRUE,TRUE,NA,robbery,FALSE,FALSE,FALSE,gun
11/28/2014,1,F,Y,,W,M,49,Shots fired / shooting,NA,1,W,M,Austin PD,,Austin,2014,11,28,11/28/2014,0,0,1,0,1,49,TRUE,TRUE,NA,shooting,FALSE,FALSE,FALSE,gun
1/23/2015,1,F,Y,,W,M,61,Mental crisis / suicide attempt,NA,1,W,M,Austin PD,,Austin,2015,1,23,1/23/2015,0,0,1,0,1,61,TRUE,TRUE,NA,suicide,FALSE,FALSE,FALSE,gun
2/7/2015,1,F,Y,,W,M,27,Shots fired / shooting,NA,1,W,M,Austin PD,,Austin,2015,2,7,2/7/2015,0,0,1,0,1,27,TRUE,TRUE,NA,shooting,FALSE,FALSE,FALSE,gun
5/24/2015,1,N,Y,,B,M,30,Weapons disturbance,NA,2,"H,W","F, M",Austin PD,,Austin,2015,5,24,5/24/2015,1,0,0,0,1,30,TRUE,FALSE,NA,weapon,FALSE,FALSE,FALSE,gun
5/25/2015,1,F,Y,,W,F,31,Mental crisis / suicide attempt,NA,1,W,M,Austin PD,,Austin,2015,5,25,5/25/2015,0,0,1,0,1,31,TRUE,TRUE,NA,suicide,FALSE,FALSE,FALSE,gun
7/5/2015,1,F,N,,W,M,25,Other,NA,3,"W, W, A","M,M,M",Austin PD,,Austin,2015,7,5,7/5/2015,0,0,1,0,1,25,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,unarmed
7/5/2015,1,F,Y,BB gun,W,M,35,Shots fired / shooting,NA,1,H,M,Austin PD,,Austin,2015,7,5,7/5/2015,0,0,1,0,1,35,TRUE,TRUE,NA,shooting,FALSE,TRUE,FALSE,gun
7/12/2015,1,F,Y,,W,M,63,Suspicious activity / patrol,NA,1,W,M,Austin PD,,Austin,2015,7,12,7/12/2015,0,0,1,0,1,63,TRUE,TRUE,NA,suspicious,FALSE,FALSE,FALSE,gun
4/3/2016,1,F,Y,,W,M,25,Suspicious person,>/=4,1,H,M,Austin PD,"The concierge at 800 W 5th Street observed a subject on video surveillance as he attempted to burglarize vehicles. The concierge attempted to subdue the subject several times but was unsuccessful. Ofc observed the concierge chasing the subject on foot. Ofc exited his vehicle as the concierge tackled the subject. As Ofc attempted to handcuff the subject, he produced a handgun and shot Ofc. Ofc returned fire , striking and killing the subject.",Austin,2016,4,3,4/3/2016,0,0,1,0,1,25,TRUE,TRUE,4,suspicious,FALSE,FALSE,FALSE,gun
3/20/2016,1,N,N,Knife,B,M,34,Agg. Assault,>/=2,1,W,M,Austin PD,"Multiple 911 calls were received regarding a male threatening customers with knives at a grocery store. An additional call was received indicating the same subject had attempted to force entry into a residence nearby . Responding officers searched the area and located the subject behind a nearby business. Subject fled across all lanes of IH35 still wielding the knives. Subject was observed behind another nearby business throwing rocks and bricks at officers. Subject fled again and was located at a school nearby. Subject was noncompliant with responding officers' multiple requests to drop his weapons. Officer fired his shotgun hitting the subject who once again fled. Subject was later located, apprehended and taken to a local hospital and treated for gunshot wound(s) and K9 dog bite. Subject was transported & booked at TCSO a few hours later.",Austin,2016,3,20,3/20/2016,1,0,0,0,1,34,FALSE,FALSE,2,crime,FALSE,FALSE,TRUE,knife
4/6/2016,2,N,N,"Mental Health, SWAT Team, ""edged weapon""",W,M,19,Suicidal Subject,>/=1,1,W,M,Austin PD,"Subject called 911 and stated he had a gun and wanted officers to respond. Subject made several comments that he wanted to shoot police officers but did not want to harm himself or others. Subject was confronted in the roadway by SWAT officers, raised his arm while concealing an object in his hand, pointed it in the direction of the SWAT officers, and was given verbal commands to drop the item but failed to comply. A SWAT officer discharged his weapon striking the subject. Subject was taken into custody, found to be in possession of a edged weapon, and was transported to the hospital to be treated for the inflicted injury.",Austin,2016,4,6,4/6/2016,0,0,1,0,1,19,FALSE,FALSE,1,suicide,FALSE,FALSE,FALSE,unarmed
4/14/2016,1,N,Y,"SWAT Team, ",W,M,18,Warrant Service,>/=3,2,"W,W","M,M",Austin PD,"APD SWAT team officers arrived at the subject's residence to execute a search warrant. The presence of SWAT team officers was announced over the loud speaker system as officers were entering the residence. Officers entered the subject's residence and the subject, who was standing on the second floor, fired a rifle at officers striking one officer with a non-fatal injury. The subject was later taken into custody and transported to jail where he was subsequently charged and indicted for Attempted Capital Murder.",Austin,2016,4,14,4/14/2016,0,0,1,0,1,18,TRUE,FALSE,3,suspect,FALSE,FALSE,FALSE,gun
4/22/2016,1,F,N,Knife,W,M,29,Disturbance,>/=1,1,H,M,Austin PD,"Multiple 911 calls were received, later determined to be from the suspect, regarding a male subject threatening people with knives. Ofc responded to the first call but was unable to locate the described suspect. He later responded to a similar call at a different location where the subject was observed with knives in his hands. The subject charged at Ofc, who fired his firearm, wounding the subject. The subject was transported to the hospital where he was later pronounced deceased.",Austin,2016,4,22,4/22/2016,0,0,1,0,1,29,FALSE,TRUE,1,misc,FALSE,FALSE,TRUE,knife
9/5/2016,2,F,Y,"Attempt to use ""less lethal"" force, domestic dispute",L,M,35,Family Disturbance,>/=8,3,"W,W,W","M,M,M",Austin PD,Officers responded to a disturbance call at an apartment complex where a female stated that her ex boyfriend was at the location wanting his property and she did not want to let him inside. She indicated that he had told her in the past that he owns a gun and that if she called the police he would run at officers with a knife. Officer located the subject in the parking lot holding a rifle. The subject ignored officers' commands to drop his weapon and waved it at the officers. One officer attempted to incapacitate the subject with less lethal rounds but was unsuccessful. Subject was subsequently fired upon by two other officers. Subject was transported to the hospital where he was pronounced deceased.,Austin,2016,9,5,9/5/2016,0,1,0,0,1,35,TRUE,TRUE,8,misc,FALSE,FALSE,TRUE,gun
2/8/2016,1,F,N,"Naked suspect, Unarmed, Possible Mental Health",B,M,17,Suspicious Person,>/=2,1,B,M,Austin PD,"Officers responded to a call regarding a subject that had jumped over a fence to chase someone. The complainant indicated that the chase had ended and the subject was no longer visible. Shortly thereafter, multiple calls came in regarding a suspicious person that was believed to be related to the original call and was now being described as naked. Upon locating the subject, Ofc exited his vehicle and ordered the subject, who was completely unclothed, to stop as he was walking toward him. The male subject then took off running, charging directly at Ofc while disregarding his repeated commands to stop. Ofc Freeman fired at the subject, who was later pronounced deceased at a local hospital. ",Austin,2016,2,8,2/8/2016,1,0,0,0,1,17,FALSE,TRUE,2,mental,FALSE,FALSE,FALSE,unarmed
9/14/2016,1,F,Y,,W,M,34,Suspicious Person,>/=20,3,"W,W,H","M,M,M",Austin PD,"Officers responded to a call regarding a suspicious person looking into cars in an apartment complex. Officers arrived but were unable to locate the subject. Officers later responded to a second call regarding the same subject. The subject was located, but fled and a foot pursuit ensued. The subject did not comply with officer's orders to stop and show his hands and was subsequently tased. The subject fell to the ground but still failied to comply with orders to show his hands, retrieved a concealed handgun and fired multiple rounds at officers. Officers returned fire, striking the subject. While still not complying with verbal commands, less lethal rounds were used to incapacitate the subject and take control of his weapon. Officers then began life saving measures. Subject was transported to the hopsital where he was pronounced deceased.",Austin,2016,9,14,9/14/2016,0,0,1,0,1,34,TRUE,TRUE,20,suspicious,FALSE,FALSE,FALSE,gun
10/16/2016,1,F,N,"Mental Health, Toy Gun",W,F,26,Welfare Check,>/=12,2,"W,W","M,F",Austin PD,"Officers responded to a CIT call of a female having a mental health crisis. As the officers arrived, information was obtained that a weapon was possibly involved. Officers began walking toward the building where the call was originating from when the subject exited a breezeway, walking towards the officers while pointing a firearm at them. The officers gave commands to drop the handgun, to which the subject did not comply. The officers fired at the subject, striking her. The subject continue to attempt to manipulate the firearm in her possession and a single officer fired and additional volley of shots at the subject. The subject was placed into custody, transported to the hospital, where she was pronounced deceased.",Austin,2016,10,16,10/16/2016,0,0,1,0,1,26,FALSE,TRUE,12,mental,FALSE,FALSE,FALSE,unarmed
2/4/2010,2,F;N,NA,,B;B,U,U,NA,NA,2,W;W,U,Baltimore Police Department,NA,BaltimoreCity,2010,2,4,2/4/2010,2,0,0,0,2,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
3/21/2010,1,F,NA,,B,U,U,NA,NA,3,W;W;W,U,Baltimore Police Department,NA,BaltimoreCity,2010,3,21,3/21/2010,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
6/4/2010,1,F,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2010,6,4,6/4/2010,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
6/5/2010,1,F,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2010,6,5,6/5/2010,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
1/27/2010,1,N,NA,,W,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2010,1,27,1/27/2010,0,0,1,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
6/9/2010,1,N,NA,,U,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2010,6,9,6/9/2010,0,0,0,0,0,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
5/21/2010,1,N,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2010,5,21,5/21/2010,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
7/31/2010,1,N,NA,,W,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2010,7,31,7/31/2010,0,0,1,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
8/14/2010,1,N,NA,,B,U,U,NA,NA,2,B;W,U,Baltimore Police Department,NA,BaltimoreCity,2010,8,14,8/14/2010,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
8/15/2010,1,N,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2010,8,15,8/15/2010,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
8/29/2010,1,N,NA,,B,U,U,NA,NA,1,H,U,Baltimore Police Department,NA,BaltimoreCity,2010,8,29,8/29/2010,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
11/27/2010,1,N,NA,,B,U,U,NA,NA,3,W;W;B,U,Baltimore Police Department,NA,BaltimoreCity,2010,11,27,11/27/2010,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
1/9/2011,4,N;N;N;F,NA,*One officer fatality.,B;B;B;B,U,U,NA,NA,6,B;B;B;W;W;W,U,Baltimore Police Department,NA,BaltimoreCity,2011,1,9,1/9/2011,4,0,0,0,4,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
10/2/2011,1,F,NA,,W,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2011,10,2,10/2/2011,0,0,1,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
10/8/2011,1,F,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2011,10,8,10/8/2011,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
11/23/2011,1,F,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2011,11,23,11/23/2011,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
3/18/2011,1,N,NA,,B,U,U,NA,NA,2,B;W,U,Baltimore Police Department,NA,BaltimoreCity,2011,3,18,3/18/2011,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
4/11/2011,1,N,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2011,4,11,4/11/2011,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
7/13/2011,1,N,NA,,B,U,U,NA,NA,2,B;W,U,Baltimore Police Department,NA,BaltimoreCity,2011,7,13,7/13/2011,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
8/2/2011,1,N,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2011,8,2,8/2/2011,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
12/12/2011,1,N,NA,,B,U,U,NA,NA,2,W;W,U,Baltimore Police Department,NA,BaltimoreCity,2011,12,12,12/12/2011,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
3/27/2012,1,F,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2012,3,27,3/27/2012,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
3/31/2012,1,F,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2012,3,31,3/31/2012,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
5/19/2012,1,F,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2012,5,19,5/19/2012,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
6/1/2012,1,F,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2012,6,1,6/1/2012,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
7/1/2012,1,F,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2012,7,1,7/1/2012,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
7/14/2012,1,F,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2012,7,14,7/14/2012,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
7/31/2012,1,F,NA,,W,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2012,7,31,7/31/2012,0,0,1,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
8/18/2012,1,F,NA,,B,U,U,NA,NA,2,H;W,U,Baltimore Police Department,NA,BaltimoreCity,2012,8,18,8/18/2012,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
4/10/2012,1,N,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2012,4,10,4/10/2012,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
8/8/2012,1,N,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2012,8,8,8/8/2012,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
8/24/2012,1,N,NA,,B,U,U,NA,NA,3,W;B;H,U,Baltimore Police Department,NA,BaltimoreCity,2012,8,24,8/24/2012,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
9/1/2012,1,N,NA,,B,U,U,NA,NA,2,B;B,U,Baltimore Police Department,NA,BaltimoreCity,2012,9,1,9/1/2012,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
9/24/2012,1,N,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2012,9,24,9/24/2012,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
10/4/2012,1,N,NA,,B,U,U,NA,NA,2,W;W,U,Baltimore Police Department,NA,BaltimoreCity,2012,10,4,10/4/2012,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
10/23/2012,1,N,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2012,10,23,10/23/2012,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
1/25/2013,1,F,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2013,1,25,1/25/2013,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
4/19/2013,1,F,NA,,B,U,U,NA,NA,3,W;B;H,U,Baltimore Police Department,NA,BaltimoreCity,2013,4,19,4/19/2013,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
4/22/2013,2,F;N,NA,,B;B,U,U,NA,NA,2,W;A,U,Baltimore Police Department,NA,BaltimoreCity,2013,4,22,4/22/2013,2,0,0,0,2,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
5/25/2013,1,F,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2013,5,25,5/25/2013,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
9/4/2013,1,F,NA,,B,U,U,NA,NA,3,W;W;B,U,Baltimore Police Department,NA,BaltimoreCity,2013,9,4,9/4/2013,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
10/16/2013,1,F,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2013,10,16,10/16/2013,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
1/2/2013,1,N,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2013,1,2,1/2/2013,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
1/13/2013,1,N,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2013,1,13,1/13/2013,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
1/28/2013,1,N,NA,,B,U,U,NA,NA,3,W;W;W,U,Baltimore Police Department,NA,BaltimoreCity,2013,1,28,1/28/2013,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
1/29/2013,1,N,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2013,1,29,1/29/2013,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
3/28/2013,1,N,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2013,3,28,3/28/2013,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
8/13/2013,1,N,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2013,8,13,8/13/2013,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
2/3/2014,2,F;N,NA,,B;B,U,U,NA,NA,2,W;H,U,Baltimore Police Department,NA,BaltimoreCity,2014,2,3,2/3/2014,2,0,0,0,2,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
6/15/2014,1,F,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2014,6,15,6/15/2014,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
1/13/2014,1,N,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2014,1,13,1/13/2014,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
2/12/2014,1,F,NA,,B,U,U,NA,NA,2,W;H,U,Baltimore Police Department,NA,BaltimoreCity,2014,2,12,2/12/2014,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
2/12/2014,1,N,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2014,2,12,2/12/2014,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
2/21/2014,1,N,NA,,B,U,U,NA,NA,2,H;W,U,Baltimore Police Department,NA,BaltimoreCity,2014,2,21,2/21/2014,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
4/29/2014,1,N,NA,,L,U,U,NA,NA,1,H,U,Baltimore Police Department,NA,BaltimoreCity,2014,4,29,4/29/2014,0,1,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
5/16/2014,1,N,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2014,5,16,5/16/2014,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
6/6/2014,1,N,NA,,L,U,U,NA,NA,2,B;B,U,Baltimore Police Department,NA,BaltimoreCity,2014,6,6,6/6/2014,0,1,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
9/22/2014,1,N,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2014,9,22,9/22/2014,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
12/28/2014,1,N,NA,,W,U,U,NA,NA,3,W;W;B,U,Baltimore Police Department,NA,BaltimoreCity,2014,12,28,12/28/2014,0,0,1,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
1/24/2015,1,F,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2015,1,24,1/24/2015,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
11/11/2015,1,F,NA,,B,U,U,NA,NA,2,W;B,U,Baltimore Police Department,NA,BaltimoreCity,2015,11,11,11/11/2015,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
12/19/2015,1,F,NA,,W,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2015,12,19,12/19/2015,0,0,1,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
1/22/2015,1,N,NA,,B,U,U,NA,NA,1,B,U,Baltimore Police Department,NA,BaltimoreCity,2015,1,22,1/22/2015,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
2/22/2015,1,N,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2015,2,22,2/22/2015,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
4/18/2015,1,N,NA,,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,2015,4,18,4/18/2015,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
6/7/2015,1,N,NA,,B,U,U,NA,NA,4,H;H;H;W,U,Baltimore Police Department,NA,BaltimoreCity,2015,6,7,6/7/2015,1,0,0,0,1,NA,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
